province,city_or_municipality,position,name,nickname,party_affiliation,votes_obtained
Iloilo,Janiuay,Councilor,"Salazar, Joachim Gabinete",Kim,Lakas-Christian Muslim Democrats,7625
Iloilo,Janiuay,Councilor,"Colada, Cecilia Adelantar",Celia,Lakas-Christian Muslim Democrats,8238
Iloilo,Janiuay,Councilor,"Alerta, Noel Almirante",Apad,Liberal Party,8256
Iloilo,Janiuay,Councilor,"Margarico, Michael Suarez",Mike,Lakas-Christian Muslim Democrats,8274
Iloilo,Janiuay,Councilor,"Abonado, Francisco Verueda",Soc,Lakas-Christian Muslim Democrats,8722
Iloilo,Janiuay,Councilor,"Del Campo, Larry Solidarios",Beben,Lakas-Christian Muslim Democrats,9029
Iloilo,Janiuay,Councilor,"Solidarios, Noe Allado",Noe,Liberal Party,9485
Iloilo,Lambunao,Mayor,"Tupas, Rosario Mediatrix Fernandez",Trixie,Lakas-Christian Muslim Democrats,7408
Iloilo,Lambunao,Mayor,"Gonzales, Reynor Ronces Valles",Gen,Lakas-Christian Muslim Democrats,12947
Iloilo,Lambunao,Vice-Mayor,"Paclibar, Julius Doregios",Oyok,Lakas-Christian Muslim Democrats,7673
Iloilo,Lambunao,Vice-Mayor,"Catedral, Pancho Gustilo",Pancho,Lakas-Christian Muslim Democrats,13468
Iloilo,Lambunao,Councilor,"Aljo, Josefino Jr. Alarba",Onyok,Lakas-Christian Muslim Democrats,4755
Iloilo,Lambunao,Councilor,"Leba, Juan Leagogo",Owa,Liberal Party,7296
Iloilo,Lambunao,Councilor,"Losbanes, Norlene Lauron",Bombo Norlene,Liberal Party,7391
Iloilo,Lambunao,Councilor,"Librodo, Pura Legayada",Baby,Lakas-Christian Muslim Democrats,7529
Iloilo,Lambunao,Councilor,"Catedral, Marichu Azamar",-,Lakas-Christian Muslim Democrats,7685
Iloilo,Lambunao,Councilor,"Legayada, Mariano Larroza",Maning,Lakas-Christian Muslim Democrats,7696
Iloilo,Lambunao,Councilor,"Gonzales, Cesar Legarda",Sar,Lakas-Christian Muslim Democrats,7959
Iloilo,Lambunao,Councilor,"Lavilla, German Lizada",Gauden,Lakas-Christian Muslim Democrats,8196
Iloilo,Lambunao,Councilor,"Ladigohon, Mariano Porras",Maning,Liberal Party,9257
Iloilo,Lambunao,Councilor,"Lapasaran, Agustin Sr. Caspe",Usting,Lakas-Kabalikat ng Malayang Pilipino,4851
Iloilo,Lambunao,Councilor,"Sumagpao, Carlos  Pacardo",Katong,Lakas-Christian Muslim Democrats,4839
Iloilo,Lambunao,Councilor,"Cordero, Thaddeus Sorongon",Biboy,Lakas-Christian Muslim Democrats,4277
Iloilo,Lambunao,Councilor,"Palomado, Edmundo Palmes",Moroy,-,5441
Iloilo,Lambunao,Councilor,"Panes, Marino Mallorca",Menong,-,5106
Iloilo,Lambunao,Councilor,"Parreno, Evangeline Pagurayan",Vangie,-,5577
Iloilo,Leganes,Mayor,"Jaen, Adolfo Espinosa",Adop,Lakas-Kabalikat ng Malayang Pilipino,6624
Iloilo,Leganes,Vice-Mayor,"Jagunap, Dionzon Belandres",Jag,Lakas-Kabalikat ng Malayang Pilipino,6441
Iloilo,Leganes,Councilor,"Jaen, Vicente Ii Pabiona",Junjun,Lakas-Christian Muslim Democrats,5239
Iloilo,Leganes,Councilor,"Jinon, Epifania Anuales",Fanay,Nationalist People's Coalition,5515
Iloilo,Leganes,Councilor,"Espano, Joseph Allen Dormitorio",Allen,Lakas-Christian Muslim Democrats,5643
Iloilo,Leganes,Councilor,"Arguelles, Rene Hervias",Totong,Nationalist People's Coalition,5784
Iloilo,Leganes,Councilor,"Unarce, Antonio Vargas",Tony Lampitaw,Lakas-Christian Muslim Democrats,5807
Iloilo,Leganes,Councilor,"Maranon, Jose Romi Sobrevega",Dodong,Nationalist People's Coalition,6343
Iloilo,Leganes,Councilor,"Quidato, Andres Jagunap",Doc,-,6351
Iloilo,Leganes,Councilor,"Galve, Alexander Selauso",Dodoy,Lakas-Christian Muslim Democrats,5098
Iloilo,Leon,Mayor,"Cabana, Romulo Sr. Caguimbay",Molo,Lakas-Kabalikat ng Malayang Pilipino,11511
Iloilo,Leon,Vice-Mayor,"Cajilig, Rolito Calambuhay",Lito,Lakas-Kabalikat ng Malayang Pilipino,10549
Iloilo,Leon,Councilor,"Cagampang, Romeo Sabidacas",Boy Sunog,Lakas-Christian Muslim Democrats,7218
Iloilo,Leon,Councilor,"Camposano, Lorenzo Canillas",Boy Larry,Ugyon Party,7267
Iloilo,Leon,Councilor,"Calfoforo, Wilane Suay",Inday,Independent,7282
Iloilo,Leon,Councilor,"Beatingo, Abe Jr. Nabong",Kid,Ugyon Party,7338
Iloilo,Leon,Councilor,"Capilastique, Edwin Capilastique",Bok Ed,Lakas-Christian Muslim Democrats,8255
Iloilo,Leon,Councilor,"Capaque, Rey Villa",Toto Rey,Lakas-Christian Muslim Democrats,8491
Iloilo,Leon,Councilor,"Holipas, Ma Lina Cabana",Malin,Lakas-Christian Muslim Democrats,9960
Iloilo,Leon,Councilor,"Caigoy, Armando Dujon",Mando,Ugyon Party,6297
Iloilo,Maasin,Mayor,"Malones, Mariano Jr. Dioso",Jing,Lakas-Christian Muslim Democrats,6777
Iloilo,Maasin,Vice-Mayor,"Albacete, Vicente Artieda",Itik,-,7120
Iloilo,Maasin,Councilor,"Piolo , Manuel Magnetico",Tawi,Liberal Party,5209
Iloilo,Maasin,Councilor,"Espino, Edwin Pajado",Coach,Liberal Party,5314
Iloilo,Maasin,Councilor,"Mondejar, Exmila Cajilig",Mila,-,5742
Iloilo,Maasin,Councilor,"Lope , Meredith Memorando",Medit,Lakas-Christian Muslim Democrats,5818
Iloilo,Maasin,Councilor,"Lopera, Esteban Mouna",Dodoy,Lakas-Christian Muslim Democrats,6168
Iloilo,Maasin,Councilor,"Bombita, Dioden Segura",Dodoy,Liberal Party,6406
Iloilo,Maasin,Councilor,"Amboy, Francis Alicante",Ansing,Lakas-Christian Muslim Democrats,6826
Iloilo,Maasin,Councilor,"Bermudo, Jose  Mesitas",Renan,Lakas-Christian Muslim Democrats,6952
Iloilo,Miagao,Mayor,"Flores, Julieta Noble",Juliet,Liberal Party,16109
Iloilo,Miagao,Vice-Mayor,"Noble, Jose Rey Nolledo",Joerey,Liberal Party,15348
Iloilo,Miagao,Councilor,"Paulma, Orlando Sencida",Orly,Ugyon Party,9922
Iloilo,Miagao,Councilor,"Ninonuevo, Santos Nacional",Roming,Liberal Party,10198
Iloilo,Miagao,Councilor,"Nismal, Ramon Jr. Mujal",Monit,Liberal Party,13451
Iloilo,Miagao,Councilor,"Torrecampo, Jessica Palmos",Jeck,Liberal Party,13066
Iloilo,Miagao,Councilor,"Magallanes, Eliezer Polistico",Zer,Liberal Party,11585
Iloilo,Miagao,Councilor,"Go, Suzita Merza",Chuchi,Liberal Party,10451
Iloilo,Miagao,Councilor,"Facon, Raul Fantilagan",Dodoy,Liberal Party,14162
Iloilo,Miagao,Councilor,"Naldoza, Leonardo Nono",Nardo,Lakas-Christian Muslim Democrats,10012
Iloilo,Mina,Mayor,"Grabato, Rey Pelaez",Rpg,Lakas-Christian Muslim Democrats,7044
Iloilo,Mina,Vice-Mayor,"Dableo, Evangeline Davila",Evan,Liberal Party,3724
Iloilo,Mina,Councilor,"Zuniega, Eloisa Defensor",Cana,Lakas-Christian Muslim Democrats,4217
Iloilo,Mina,Councilor,"Pecina, Ireneo Defensor",Sir Iyong,Lakas-Christian Muslim Democrats,5706
Iloilo,Mina,Councilor,"Grabato, Cleofe Armonio",Fe,Partido ng Demokratikong Pilipino-Lakas ng Bayan,3929
Iloilo,Mina,Councilor,"Parreno, Ernesto Parayao",Erning,Lakas-Christian Muslim Democrats,3600
Iloilo,Mina,Councilor,"Sucaldito-Abistano, Shirley Leda",Shie,Lakas-Christian Muslim Democrats,3719
Iloilo,Mina,Councilor,"Agot , Cherrie Ann Dato-On",Ann,Lakas-Christian Muslim Democrats,3836
Iloilo,Mina,Councilor,"Grabato, Giovani Rentoy",Boy,Lakas-Christian Muslim Democrats,3523
Iloilo,Mina,Councilor,"Chichirita, Bernardino Pequierda",-,Lakas-Christian Muslim Democrats,4988
Iloilo,New Lucena,Mayor,"Seville, Liecel Mondejar",Liecel,Lakas-Christian Muslim Democrats,5938
Iloilo,New Lucena,Vice-Mayor,"Sibolinao, Nestor Simora",Nestor,Lakas-Christian Muslim Democrats,5905
Iloilo,New Lucena,Councilor,"Panican, Samson Sr. Suelo",Sammy,Lakas-Christian Muslim Democrats,4571
Iloilo,New Lucena,Councilor,"Mana-Ay, Lorenzo Bunol",Owen,Lakas-Christian Muslim Democrats,4702
Iloilo,New Lucena,Councilor,"Imperial, Potenciano Jr. Panisa",Poten,Lakas-Christian Muslim Democrats,4500
Iloilo,New Lucena,Councilor,"Balentos, Nilo Sonza",Palong,Lakas-Christian Muslim Democrats,4045
Iloilo,New Lucena,Councilor,"Armentia, Ma Luisa  Sudario",Loy,Lakas-Christian Muslim Democrats,3928
Iloilo,New Lucena,Councilor,"Araneta, Jacinto Sumagaysay",Intoy,Liberal Party,4268
Iloilo,New Lucena,Councilor,"Acuero, Henry Betigon",Rey,Lakas-Christian Muslim Democrats,4897
Iloilo,New Lucena,Councilor,"Sornito, Jose Eliezar Sumbillo",Bimbo,Lakas-Christian Muslim Democrats,5179
Iloilo,Oton,Mayor,"Flores, Vicente Jr. Borres",Vincent,Lakas-Christian Muslim Democrats,17225
Iloilo,Oton,Vice-Mayor,"Olivares, Jose Neil  Portugalete",Neil,Liberal Party,15741
Iloilo,Oton,Councilor,"Carreon, Simplicio Jr. Rivera",Pesyong,Liberal Party,9853
Iloilo,Oton,Councilor,"Digao, Cesar Bravo",Sar,Lakas-Christian Muslim Democrats,10603
Iloilo,Oton,Councilor,"Olivares, Virginia Fuentesfina",Binyang,Lakas-Christian Muslim Democrats,10695
Iloilo,Oton,Councilor,"Ezpeleta, Francisca Carreon",Pakit,Liberal Party,11458
Iloilo,Oton,Councilor,"Guevara, Pablo Jr. Supena",Jr Guevara,Lakas-Christian Muslim Democrats,11981
Iloilo,Oton,Councilor,"Flores, Felix Laureano",Totik,Lakas-Christian Muslim Democrats,12249
Iloilo,Oton,Councilor,"Villavicencio, Eusebio Jr. Gatuteo",Boy,Lakas-Christian Muslim Democrats,15298
Iloilo,Oton,Councilor,"Gepayo, Antonio Hadji Cordova",Brod,Lakas-Christian Muslim Democrats,9435
Iloilo,Pavia,Mayor,"Gorriceta, Arcadio Hitalia",Cadio,Lakas-Christian Muslim Democrats,12002
Iloilo,Pavia,Vice-Mayor,"Hisancha, Guillermo Hubines",Gimo,Lakas-Christian Muslim Democrats,10949
Iloilo,Pavia,Councilor,"Gonzaga, Otoniel Bayot",Bing,Lakas-Christian Muslim Democrats,6729
Iloilo,Pavia,Councilor,"Caronongan, Felix Jr.  Aletin",Tonol,Lakas-Christian Muslim Democrats,6919
Iloilo,Pavia,Councilor,"Hismana, Sheila Gerochi",Gerochi Hismaa,Lakas-Christian Muslim Democrats,7244
Iloilo,Pavia,Councilor,"Gumban, Gynnyn Guzman",Gyn,Liberal Party,7875
Iloilo,Pavia,Councilor,"Trimanez, Precilla Dorillo",Tita Precy,Lakas-Christian Muslim Democrats,8217
Iloilo,Pavia,Councilor,"Belasa, Leonardo Lucena",Boboy,Lakas-Christian Muslim Democrats,8720
Iloilo,Pavia,Councilor,"Gorriceta, Michael Barrido",Mike,Lakas-Christian Muslim Democrats,10926
Iloilo,Pavia,Councilor,"Animas, Jacinto Guarnes",Asing,Lakas-Kabalikat ng Malayang Pilipino,6419
Iloilo,Pototan,Mayor,"Perez, Pablo Ledesma",Ito,Lakas-Christian Muslim Democrats,12509
Iloilo,Pototan,Vice-Mayor,"Lazaro, Rafael Enrique Parcon",Adi,-,12777
Iloilo,Pototan,Councilor,"Gonzales, Lilia Yusay",Mommy,Liberal Party,8812
Iloilo,Pototan,Councilor,"Tionko, Eugenio Tirador",Boy,Liberal Party,8865
Iloilo,Pototan,Councilor,"Guanco, Paolo Magalona",Pao,Lakas-Christian Muslim Democrats,9101
Iloilo,Pototan,Councilor,"Pasuelo, Nonito Sr. Magbanua",Fevhoy,Lakas-Kabalikat ng Malayang Pilipino,9701
Iloilo,Pototan,Councilor,"Ilisan, Romualdo Joselito Magbanua",Lito,Liberal Party,11642
Iloilo,Pototan,Councilor,"Cordero, Fraulin Perez",Palpal,Liberal Party,11959
Iloilo,Pototan,Councilor,"Penaflorida, Kent Roger Hugo",Kent,Independent,13085
Iloilo,Pototan,Councilor,"Pulmones, Domingo Alerta",Inggoy,Liberal Party,8748
Iloilo,San Dionisio,Mayor,"Villarico, Gregorio Salvilla",Greg,Lakas-Christian Muslim Democrats,5654
Iloilo,San Dionisio,Mayor,"Maquino, Isabelo Jaculo",Beloy,Lakas-Christian Muslim Democrats,10940
Iloilo,San Dionisio,Mayor,"Villanueva, Pio Bullos",Pio,Lakas-Christian Muslim Democrats,7267
Iloilo,San Dionisio,Vice-Mayor,"Saclauso, Victor Suarez",Vic,-,6118
Iloilo,San Dionisio,Vice-Mayor,"Delgado, Rodulfo Jr. Siwa",Nocnoc,Lakas-Kabalikat ng Malayang Pilipino,11785
Iloilo,San Dionisio,Vice-Mayor,"Lopez, Peter Paul King",Peter,Lakas-Kabalikat ng Malayang Pilipino,4795
Iloilo,San Dionisio,Councilor,"Licup, Ramon Martin Delgado",Bingbong,Lakas-Christian Muslim Democrats,8337
Iloilo,San Dionisio,Councilor,"Gumban, Remegio Soriano",Remdel,Ugyon Party,8112
Iloilo,San Dionisio,Councilor,"Vistavilla, Ramon Magnifico",Mon,Lakas-Christian Muslim Democrats,5825
Iloilo,San Dionisio,Councilor,"Tuden, Dioscoro Jr. Bolivar",Junior,Lakas-Christian Muslim Democrats,5559
Iloilo,San Dionisio,Councilor,"Villanueva, Larry -",-,Lakas-Christian Muslim Democrats,5119
Iloilo,San Dionisio,Councilor,"Tubar, Romualdo Aro",Maldo,Lakas-Kabalikat ng Malayang Pilipino,4638
Iloilo,San Dionisio,Councilor,"Lumawag, Adonis Jr. Bano",Nonoy,Lakas-Christian Muslim Democrats,4629
Iloilo,San Dionisio,Councilor,"Bartolome, Liberty Siray",Chief,Lakas-Christian Muslim Democrats,4517
Iloilo,San Dionisio,Councilor,"Hechanova, Rodolfo Baldoza",Col,Lakas-Christian Muslim Democrats,4056
Iloilo,San Dionisio,Councilor,"Belita, Vincent Hipolito",Vincent,Lakas-Christian Muslim Democrats,3873
Iloilo,San Dionisio,Councilor,"Sumaylo, Manuel Sumbilla",Doc,Lakas-Christian Muslim Democrats,8497
Iloilo,San Dionisio,Councilor,"Sonza, Bonifacio Simora",Boning,Lakas-Christian Muslim Democrats,8536
Iloilo,San Dionisio,Councilor,"Sumagpao, Arnulfo Cabardo",Butcho,Lakas-Christian Muslim Democrats,8715
Iloilo,San Dionisio,Councilor,"Sanchez, Rochin Sherwin Saclauso",Sherwin,Liberal Party,5948
Iloilo,San Dionisio,Councilor,"Fuentes, Maria Elena Suero",Morena,Lakas-Christian Muslim Democrats,5875
Iloilo,San Dionisio,Councilor,"Salapantan, Bonifacio Jr. Sampong",Boning,Independent,5245
Iloilo,San Dionisio,Councilor,"Mondejar, Je  Samarista",Jeboy,-,5150
Iloilo,San Dionisio,Councilor,"Sales, Frince Mama-Ay",Pal,Independent,4953
Iloilo,San Dionisio,Councilor,"Sale, Dunstan Claudio Salanio",Don,Lakas-Christian Muslim Democrats,4790
Iloilo,San Dionisio,Councilor,"Tomo, Charlie Alalon",Jojo,Liberal Party,4521
Iloilo,San Dionisio,Councilor,"Delgado, George Salarda",Toto George,Lakas-Christian Muslim Democrats,4399
Iloilo,San Dionisio,Councilor,"Somo, Rema Borlado",Rem,Ugyon Party,11077
Iloilo,San Dionisio,Councilor,"Octaviano, Dennis Suelo",Bombo Dennis,Lakas-Christian Muslim Democrats,10808
Iloilo,San Dionisio,Councilor,"Senupe, Juan Jr. Capiton",Toto Uwa,-,9698
Iloilo,San Dionisio,Councilor,"Dapat, Policarpio Ardiente",Capo,-,4352
Iloilo,San Joaquin,Mayor,"Garin, Ninfa Serag",Neneng,Lakas-Christian Muslim Democrats,14412
Iloilo,San Joaquin,Vice-Mayor,"Alcalde, Aquiles Servento",Badoy,Lakas-Kabalikat ng Malayang Pilipino,13330
Iloilo,San Joaquin,Councilor,"Servidad, Eduardo Siga-An",Eddie,Lakas-Christian Muslim Democrats,10003
Iloilo,San Joaquin,Councilor,"Serag, Marcelo Valentine Santocildes",Val,Lakas-Christian Muslim Democrats,11345
Iloilo,San Joaquin,Councilor,"Santacera, Erlinda Fajarillo",Endang,Lakas-Christian Muslim Democrats,6524
Iloilo,San Joaquin,Councilor,"Nacion, Francisco Jr. Sealza",Iko,Lakas-Christian Muslim Democrats,8012
Iloilo,San Joaquin,Councilor,"Getuya, Marvigrace Sta Cruz",Taba,Independent,7643
Iloilo,San Joaquin,Councilor,"Diez, Bernaro Sealquil",Nonoy,Lakas-Christian Muslim Democrats,9511
Iloilo,San Joaquin,Councilor,"Cervantes, Gloria Sapalo",Glo,Lakas-Christian Muslim Democrats,6591
Iloilo,San Joaquin,Councilor,"Silfavan, Marilyn Mondragon",Pangging,Lakas-Christian Muslim Democrats,12012
Iloilo,Sara,Mayor,"Salcedo, Ermelita Cacao",Inday,Liberal Party,11048
Iloilo,Sara,Vice-Mayor,"Salcedo, Neptali Posadas",Toto Tali,Lakas-Kabalikat ng Malayang Pilipino,9478
Iloilo,Sara,Councilor,"Muyco, Murve Doronila",Nonoy Murve,Lakas-Kabalikat ng Malayang Pilipino,8886
Iloilo,Sara,Councilor,"Belonio, Ninfa Salcedo",Inday Ninfa,Lakas-Christian Muslim Democrats,9599
Iloilo,Sara,Councilor,"Bernal, Rodolfo Libreja",Opong,Lakas-Christian Muslim Democrats,8876
Iloilo,Sara,Councilor,"Tedoco , Antonio Martin III Salcedo",Ton,Liberal Party,7689
Iloilo,Sara,Councilor,"Salcedo, Noel Posadas",Nonoy Noel,Lakas-Christian Muslim Democrats,8216
Iloilo,Sara,Councilor,"Salcedo, Louella Degayo",Nene Louella,Liberal Party,6637
Iloilo,Sara,Councilor,"Salcedo, Francis Xavier Aldeguer",Nonoy Francis,Lakas-Christian Muslim Democrats,7777
Iloilo,Sara,Councilor,"Del Castillo, Nerly Salcedo",Inday Nerly,Lakas-Kabalikat ng Malayang Pilipino,7884
Iloilo,Tigbauan,Mayor,"Torres, James Excelsior Monte Alegre",Excel,Liberal Party,13922
Iloilo,Tigbauan,Vice-Mayor,"Jarina, Roel Taneza",Dok Biboy,Lakas-Kabalikat ng Malayang Pilipino,13886
Iloilo,Tigbauan,Councilor,"Torrato, Elmer Tuble",Pato,Liberal Party,8473
Iloilo,Tigbauan,Councilor,"Arias, Loreta Lungay",Nene,Liberal Party,8893
Iloilo,Tigbauan,Councilor,"Turalba, Norberto Tugado",Norbing,Liberal Party,8940
Iloilo,Tigbauan,Councilor,"Terunez, Marlon Regidor",Marlon,Liberal Party,9360
Iloilo,Tigbauan,Councilor,"Tumabotabo, Agaton Omayao",Aton,Lakas-Christian Muslim Democrats,9506
Iloilo,Tigbauan,Councilor,"Alquisada, Suzette Tenefrancia",Zette,Lakas-Christian Muslim Democrats,9632
Iloilo,Tigbauan,Councilor,"Hilado-Banno, Suzette Marie Taleon",Nenet,Liberal Party,10214
Iloilo,Tigbauan,Councilor,"Tavarro, Jose Jr. T.",-,-,8917
Iloilo,Tubungan,Mayor,"Tabaquirao, Victor Tababa",Vic,Lakas-Christian Muslim Democrats,5788
Iloilo,Tubungan,Vice-Mayor,"Aranda, Job Talento",Job,-,5183
Iloilo,Tubungan,Councilor,"Tacadao, Francisco Tadina",Iko,-,4124
Iloilo,Tubungan,Councilor,"Taninas, Arturo Tamisen",Arty,-,4320
Iloilo,Tubungan,Councilor,"Tamises, Eugenio Tagapolot",Gene,-,4545
Iloilo,Tubungan,Councilor,"Tacadao, Mayolo Deocampo",Mayong,-,4677
Iloilo,Tubungan,Councilor,"Gargaritano, Vicente Jr. Tabucoran",Etik,-,4740
Iloilo,Tubungan,Councilor,"Escobanez, Danilo Ellama",Danny,-,4963
Iloilo,Tubungan,Councilor,"Talledo, Gorgonio Tamallana",Toto Goniong,-,4785
Iloilo,Tubungan,Councilor,"Tagabi, Pedro Capinolo",P-Doy,-,4034
Iloilo,Zarraga,Mayor,"Brazas, Gregorio Suelo",Rigor,Lakas-Christian Muslim Democrats,6261
Iloilo,Zarraga,Vice-Mayor,"Silveo, Jeffrey Matutina",Toto Balonglong,Ugyon Party,4717
Iloilo,Zarraga,Councilor,"Guadalupe , Jose Erwin Sortigosa",Aksyon Erwin,Lakas-Christian Muslim Democrats,3627
Iloilo,Zarraga,Councilor,"Millan, Joel Pedregosa",Joel,Ugyon Party,4157
Iloilo,Zarraga,Councilor,"Alor, Ramon Patubo",Mon,Lakas-Christian Muslim Democrats,4181
Iloilo,Zarraga,Councilor,"Diestro, Tarcila Martirizar",Tars,Ugyon Party,4458
Iloilo,Zarraga,Councilor,"Lacson, Michael Omar Lacson",Omar,-,5071
Iloilo,Zarraga,Councilor,"Plana, Rafael Ariel Carmelo Obordo",B-Poy,Lakas-Christian Muslim Democrats,5863
Iloilo,Zarraga,Councilor,"Soldevilla, Jofel Maranon",Bombo Jofel,Independent,6399
Iloilo,Zarraga,Councilor,"Sindico, Esteban Solo",Teban,Independent,3602
